student_id,name,programme,year,gpa_sem1,gpa_sem2,gpa_sem3,attendance,lms_logins,facility_access,library_visits,after_hours_wifi,assignment_submissions,risk_label
N22587521L,Tatenda Moyo,BSc Computer Science,3,2.61,2.29,2.92,64.89,4.85,6.49,1.89,4.06,2.94,medium
N20817303L,Grace Makaza,BSc Data Science,3,3.42,3.93,3.29,90.45,11.92,9.05,5.15,1.01,4.93,low
N20591644L,Memory Mutizwa,BSc Business Computing,4,3.79,3.88,3.49,90.4,12.23,9.04,5.01,1.0,5.12,low
N22403257L,Tatenda Sibanda,BSc Data Science,2,4.0,3.37,3.08,89.8,11.74,8.98,4.91,0.99,4.68,low
N23706224L,Tatenda Makaza,BSc Informatics,3,3.23,3.52,4.0,89.91,11.85,8.99,4.96,0.96,4.82,low
N20400748L,Winny Moyo,BSc Information Systems,1,3.23,3.81,3.43,90.0,12.25,9.0,4.85,1.06,4.74,low
N21745710L,Admire Ngwenya,BSc Data Science,4,3.93,2.85,3.2,89.59,12.14,8.96,5.07,1.03,4.84,low
N24874863L,Munyaradzi Matsiga,BSc Computer Engineering,1,3.87,3.5,3.64,89.95,11.89,9.0,5.06,1.03,5.34,low
N23289592L,Tatenda Sibanda,BSc Computer Engineering,1,1.88,1.94,1.71,30.51,1.89,3.05,0.0,8.08,1.03,high
N21978302L,Winny Sithole,BSc Information Technology,5,3.78,3.68,3.58,90.29,12.21,9.03,5.05,1.03,5.0,low
N21705822L,Tinotenda Sibanda,BSc Data Science,2,2.11,2.27,2.24,64.67,4.84,6.47,2.03,4.02,3.2,medium
N23599365L,Clever Gwekwerere,BSc Software Engineering,1,2.25,1.96,2.59,65.65,4.93,6.57,1.95,4.0,3.08,medium
N21656208L,Learnmore Ndlovu,BSc Data Science,3,2.93,2.13,2.46,64.68,5.22,6.47,2.04,3.97,3.01,medium
N24816047L,Nomvula Dube,BSc Computer Engineering,2,2.37,2.01,2.56,64.48,5.54,6.45,1.97,4.04,2.88,medium
N22451238L,Rudo Ngwenya,BSc Computer Science,2,4.0,3.14,3.05,90.31,12.3,9.03,5.1,0.95,4.52,low
N21869983L,Prince Chikwanda,BSc Computer Engineering,3,4.0,2.97,3.23,90.05,11.86,9.01,4.94,1.02,5.03,low
N20805483L,Tashinga Moyo,BSc Informatics,5,2.57,2.54,2.22,64.51,4.98,6.45,2.06,4.14,3.07,medium
N22330074L,Nothando Ngwenya,BSc Software Engineering,2,3.95,3.14,3.38,89.58,11.8,8.96,5.08,1.04,5.56,low
N24788500L,Blessing Chimuti,BSc Computer Science,3,3.11,3.68,3.08,89.6,11.79,8.96,5.07,0.94,5.25,low
N21494220L,Precious Mhlanga,BSc Computer Science,1,3.69,3.76,3.88,90.44,12.44,9.04,5.04,1.04,5.07,low
N20769809L,Tanaka Ngwenya,BSc Information Technology,1,2.42,2.46,2.63,65.2,4.62,6.52,2.03,3.96,3.04,medium
N22269833L,Tendai Ngwenya,BSc Informatics,3,2.04,1.5,1.93,30.51,2.18,3.05,0.0,7.79,1.01,high
N22286572L,Tanaka Moyo,BSc Business Computing,2,2.57,2.18,2.72,65.26,4.81,6.53,1.98,3.99,3.21,medium
N23213697L,Munyaradzi Mushayasa,BSc Information Technology,1,2.94,3.24,3.42,90.22,11.7,9.02,5.21,0.97,4.91,low
N22208304L,Nomvula Moyo,BSc Computer Science,3,3.54,3.52,3.69,89.63,12.12,8.96,4.96,1.07,4.81,low
N23256085L,Tashinga Sibanda,BSc Information Technology,1,3.32,3.44,3.28,89.63,11.85,8.96,5.06,0.97,4.8,low
N24103883L,Tatenda Gwekwerere,BSc Business Computing,3,3.88,3.63,3.06,89.98,12.07,9.0,5.15,1.03,4.94,low
N20666366L,Fungai Ndlovu,BSc Information Technology,4,3.74,4.0,3.93,89.7,11.75,8.97,4.96,0.97,4.81,low
N24661307L,Gerald Matsvimbo,BSc Data Science,4,3.46,3.3,3.17,89.6,11.85,8.96,5.04,1.02,4.58,low
N20483102L,Grace Matsvimbo,BSc Computer Science,3,2.5,2.48,2.39,64.88,4.94,6.49,2.05,4.0,3.22,medium
N21285197L,Bright Sibanda,BSc Information Technology,3,3.16,2.77,3.63,90.01,12.18,9.0,5.11,1.04,4.9,low
N20761249L,Gerald Gwekwerere,BSc Computer Science,1,3.8,2.95,3.56,89.72,12.12,8.97,5.02,1.0,4.99,low
N20302472L,Tashinga Makaza,BSc Software Engineering,2,3.18,4.0,2.94,89.63,12.25,8.96,5.0,1.04,5.16,low
N22623956L,Grace Matsiga,BSc Informatics,1,3.64,4.0,2.94,89.52,11.86,8.95,4.78,1.0,4.85,low
N20525205L,Shannon Chikwanda,BSc Business Computing,1,2.14,3.0,2.05,65.42,4.62,6.54,2.11,3.98,2.73,medium
N24344303L,Tendai Sibanda,BSc Information Systems,4,2.31,2.18,2.24,65.26,5.29,6.53,1.97,4.0,2.9,medium
N24148026L,Fungai Ncube,BSc Informatics,1,2.23,1.48,2.04,30.66,2.04,3.07,0.0,8.18,0.93,high
N20578344L,David Mhlanga,BSc Computer Science,1,3.05,4.0,2.91,90.19,11.59,9.02,5.01,1.03,5.2,low
N24331287L,Takudzwa Chikwanda,BSc Information Technology,1,3.84,4.0,3.71,89.62,11.69,8.96,4.82,0.97,5.34,low
N23439984L,Shannon Makaza,BSc Information Systems,4,1.87,2.51,2.55,65.7,4.97,6.57,2.01,4.09,3.03,medium
N20721894L,Tatenda Matsvimbo,BSc Computer Science,5,3.24,3.62,3.83,90.08,12.7,9.01,5.07,0.97,5.07,low
N22680290L,Tatenda Matsiga,BSc Software Engineering,1,3.15,3.8,3.26,89.67,11.22,8.97,4.89,0.98,5.1,low
N24494401L,Tatenda Ndlovu,BSc Business Computing,1,3.56,3.07,3.14,90.32,11.5,9.03,4.98,0.96,4.93,low
N24397514L,Chenai Gwekwerere,BSc Information Systems,1,3.02,2.72,3.62,90.03,11.76,9.0,5.04,1.0,4.65,low
N23350875L,Michelle Chimuti,BSc Informatics,3,3.06,3.63,3.32,89.88,12.23,8.99,5.14,1.02,5.23,low
N20757658L,Nothando Nyathi,BSc Information Technology,3,3.5,3.98,3.72,90.19,11.76,9.02,4.86,0.92,4.91,low
N24200331L,David Nyathi,BSc Software Engineering,1,2.99,2.7,3.49,89.65,11.72,8.97,5.08,0.97,4.62,low
N20303129L,Farai Ncube,BSc Business Computing,3,3.14,2.76,3.65,90.12,11.82,9.01,4.75,1.04,5.38,low
N20776185L,Tinotenda Mushonga,BSc Software Engineering,1,2.27,2.58,2.64,65.11,4.98,6.51,1.95,3.9,2.92,medium
N23145421L,Shannon Sibanda,BSc Information Systems,2,2.63,3.09,3.55,90.54,12.17,9.05,5.05,0.93,4.79,low
N20346729L,Memory Makaza,BSc Computer Engineering,1,3.97,3.21,3.45,90.07,12.4,9.01,5.11,0.99,5.18,low
N21916814L,Shannon Matsvimbo,BSc Software Engineering,3,2.94,3.15,3.71,89.85,12.18,8.98,4.9,0.94,5.18,low
N23331381L,Tendai Gwekwerere,BSc Business Computing,3,3.74,3.5,3.7,90.02,11.95,9.0,5.13,0.96,5.15,low
N24577092L,Tatenda Dlodlo,BSc Computer Engineering,2,2.23,2.32,2.08,64.62,5.12,6.46,1.98,3.99,3.08,medium
N22312033L,Sharon Ncube,BSc Informatics,3,3.23,3.63,3.5,89.76,11.83,8.98,5.09,1.03,5.35,low
N23580854L,Learnmore Mhlanga,BSc Computer Engineering,1,3.39,3.64,2.75,90.26,11.92,9.03,5.07,0.95,5.32,low
N24278190L,Prince Mushayasa,BSc Software Engineering,1,2.13,2.51,2.8,64.21,4.62,6.42,2.06,4.09,3.06,medium
N21720317L,Munashe Matsiga,BSc Data Science,4,3.81,4.0,3.08,90.1,12.11,9.01,4.92,0.98,5.07,low
N21443194L,Chenai Makaza,BSc Software Engineering,2,3.9,3.01,3.98,89.9,11.5,8.99,5.12,0.97,4.56,low
N24105324L,Learnmore Sibanda,BSc Informatics,3,2.98,2.79,4.0,90.08,12.64,9.01,5.1,0.92,4.56,low
N23656921L,Patricia Gwekwerere,BSc Computer Science,3,3.39,3.09,4.0,89.83,12.01,8.98,5.07,0.91,4.82,low
N20826830L,Chenai Chikwanda,BSc Information Systems,1,3.52,3.72,3.63,89.92,11.66,8.99,5.1,1.04,5.11,low
N20603088L,Nothando Mhlanga,BSc Business Computing,1,3.71,3.79,3.31,90.03,11.42,9.0,5.2,0.93,5.31,low
N23586288L,Munyaradzi Dlodlo,BSc Information Systems,3,3.44,3.5,3.03,89.99,11.68,9.0,5.01,0.99,4.91,low
N20757776L,Takudzwa Dlodlo,BSc Computer Engineering,2,3.38,3.41,4.0,90.04,12.46,9.0,4.89,1.0,4.91,low
N24668784L,Precious Chikwanda,BSc Computer Science,1,2.06,1.9,1.79,64.84,4.94,6.48,1.83,4.27,3.08,medium
N24807424L,Tinotenda Sibanda,BSc Computer Science,2,2.99,3.95,4.0,90.16,12.48,9.02,5.08,1.0,4.88,low
N22283781L,Bright Moyo,BSc Software Engineering,2,2.97,3.66,2.84,90.14,12.06,9.01,5.09,0.99,5.05,low
N23873199L,Precious Chikwanda,BSc Software Engineering,2,2.99,3.31,3.41,90.27,11.52,9.03,4.97,1.02,5.0,low
N23390607L,Nomvula Moyo,BSc Computer Engineering,4,3.53,3.41,3.28,90.48,12.09,9.05,4.98,0.99,5.26,low
N20593002L,Grace Mushayasa,BSc Data Science,2,2.75,3.84,2.92,90.25,12.34,9.02,5.17,0.99,5.26,low
N20297503L,Memory Moyo,BSc Computer Science,2,3.68,2.99,3.06,89.97,12.15,9.0,5.04,1.04,4.96,low
N20214677L,Michelle Ngwenya,BSc Computer Science,1,2.84,2.78,2.32,65.14,4.71,6.51,2.0,4.1,3.01,medium
N24757746L,Thandeka Mushonga,BSc Information Technology,2,3.3,3.24,3.49,89.84,12.05,8.98,4.92,0.92,5.01,low
N22540538L,Tanaka Ndlovu,BSc Data Science,2,2.95,2.89,3.74,89.72,11.74,8.97,4.94,0.98,5.54,low
N24775987L,Sharon Sithole,BSc Computer Engineering,1,3.32,3.27,3.11,89.9,11.9,8.99,5.03,0.99,5.09,low
N24982804L,Bright Matsiga,BSc Business Computing,3,3.73,3.08,3.34,89.89,12.24,8.99,4.98,0.92,5.05,low
N21927607L,Rudo Mpofu,BSc Business Computing,1,2.88,3.66,3.75,89.9,11.84,8.99,4.98,1.07,5.22,low
N21470274L,Nothando Matsiga,BSc Information Systems,1,3.07,3.88,3.35,89.96,12.53,9.0,4.97,1.0,5.07,low
N21283877L,Rutendo Mhlanga,BSc Software Engineering,1,3.77,3.21,3.09,89.76,12.14,8.98,5.04,1.05,4.75,low
N23373056L,Tinotenda Mhlanga,BSc Software Engineering,5,3.88,3.58,2.74,89.81,11.93,8.98,4.98,1.01,4.91,low
N22255130L,Gerald Matsiga,BSc Information Systems,1,2.54,2.43,2.5,65.04,4.92,6.5,1.99,3.97,3.2,medium
N23905849L,Munyaradzi Matsiga,BSc Computer Engineering,1,2.99,3.18,3.98,90.15,12.16,9.02,4.98,0.96,4.74,low
N24447372L,Nothando Gwekwerere,BSc Data Science,5,2.95,3.06,2.98,89.99,12.27,9.0,5.19,0.99,4.9,low
N21938416L,Precious Matsiga,BSc Computer Engineering,3,3.74,3.77,3.53,90.22,12.2,9.02,5.05,1.06,5.17,low
N21810943L,Grace Dube,BSc Data Science,3,3.86,3.84,3.86,90.05,11.73,9.01,5.06,1.06,5.21,low
N22196973L,Tafadzwa Sibanda,BSc Software Engineering,3,3.76,3.08,3.54,90.07,12.32,9.01,4.88,1.05,5.23,low
N22305222L,Thandeka Moyo,BSc Business Computing,1,3.75,3.72,3.82,90.08,12.34,9.01,5.15,0.88,4.69,low
N23303895L,Winny Matsvimbo,BSc Informatics,5,2.79,2.19,2.82,64.6,5.22,6.46,1.96,3.88,2.86,medium
N23487585L,Simbarashe Nyathi,BSc Informatics,2,3.06,3.34,3.79,90.09,11.89,9.01,4.82,0.95,5.31,low
N24191853L,Tariro Matsiga,BSc Information Technology,2,2.91,3.65,3.73,90.22,11.89,9.02,4.93,1.02,5.06,low
N23863998L,Chenai Ncube,BSc Computer Science,1,2.27,2.46,2.16,29.38,1.82,2.94,0.0,7.9,1.04,high
N24451709L,Tendai Makaza,BSc Information Technology,2,2.44,2.21,2.08,65.05,5.18,6.51,2.03,4.0,3.04,medium
N23283388L,Grace Matsiga,BSc Information Systems,2,3.58,3.35,2.96,90.21,11.9,9.02,4.95,1.01,4.65,low
N23144284L,Clever Makaza,BSc Data Science,4,3.03,3.3,3.08,90.29,12.23,9.03,4.9,0.95,4.93,low
N20261505L,Admire Mushonga,BSc Business Computing,3,3.9,3.1,3.63,90.1,11.57,9.01,5.04,1.03,5.17,low
N21615780L,Newton Ndlovu,BSc Computer Science,3,3.68,3.83,3.13,89.82,11.99,8.98,5.01,0.95,4.59,low
N24881782L,Tinotenda Makaza,BSc Business Computing,2,3.33,3.95,3.22,90.61,12.14,9.06,4.85,1.0,4.91,low
N23827968L,Shannon Nyathi,BSc Informatics,4,2.22,2.18,2.75,64.94,5.04,6.49,2.01,3.99,3.14,medium
N22583439L,Munyaradzi Nyathi,BSc Information Systems,1,3.28,3.14,3.11,90.21,11.97,9.02,5.03,0.97,4.57,low
N22151081L,Nothando Mushonga,BSc Computer Science,2,2.32,1.55,2.37,31.09,1.78,3.11,0.0,7.94,0.92,high
N20727847L,Tatenda Mushayasa,BSc Computer Engineering,3,3.92,3.13,2.9,89.65,12.02,8.97,5.11,1.03,5.17,low
N22384645L,Tinotenda Dube,BSc Computer Engineering,4,2.62,2.73,2.59,64.7,5.18,6.47,1.98,3.98,2.97,medium
N22916639L,Winny Sithole,BSc Computer Engineering,1,3.2,3.41,3.41,89.57,11.52,8.96,5.01,1.08,4.81,low
N24331854L,Blessing Mushayasa,BSc Computer Science,1,2.3,3.04,2.49,64.26,4.85,6.43,1.98,4.06,2.8,medium
N21118223L,Munashe Nyathi,BSc Data Science,4,3.09,3.24,3.5,89.83,12.09,8.98,4.96,0.98,5.07,low
N24648532L,Tafadzwa Mhlanga,BSc Data Science,1,2.45,1.98,1.5,30.11,1.76,3.01,0.0,7.88,0.89,high
N21821469L,Newton Mushonga,BSc Information Systems,4,3.26,3.68,3.72,90.11,11.4,9.01,4.82,0.97,5.35,low
N20181511L,Tashinga Gwekwerere,BSc Information Technology,5,2.63,2.32,2.67,66.11,4.97,6.61,1.97,4.0,3.03,medium
N24721990L,Nomvula Gwekwerere,BSc Computer Science,1,2.47,2.04,2.36,64.95,5.08,6.49,1.97,3.94,3.2,medium
N20891203L,Farai Dube,BSc Software Engineering,1,2.34,1.94,2.77,65.05,5.15,6.5,2.12,4.02,3.07,medium
N20195189L,Rutendo Ngwenya,BSc Computer Engineering,1,3.05,2.69,2.9,89.82,11.75,8.98,5.12,1.0,5.09,low
N24353569L,Tatenda Makaza,BSc Computer Science,4,1.95,2.89,2.41,65.09,4.78,6.51,1.98,3.85,2.99,medium
N21850582L,Blessing Mushonga,BSc Information Systems,3,2.76,2.61,2.44,64.81,5.03,6.48,1.95,4.27,2.8,medium
N20324411L,Tatenda Gwekwerere,BSc Computer Engineering,2,3.32,3.74,3.86,90.05,12.38,9.0,4.85,0.97,4.59,low
N20289633L,Tinotenda Dlodlo,BSc Information Technology,1,3.17,3.0,3.58,89.89,12.5,8.99,5.11,1.04,5.28,low
N22229620L,Tanaka Dube,BSc Information Systems,1,3.76,3.08,3.24,90.22,11.66,9.02,5.14,1.01,5.53,low
N20186243L,Tafadzwa Gwekwerere,BSc Computer Science,2,2.21,1.8,2.22,29.94,2.03,2.99,0.0,8.29,1.22,high
N23336845L,Grace Sithole,BSc Data Science,2,3.59,2.82,3.64,90.12,11.96,9.01,5.01,0.99,5.21,low
N23812120L,Tinotenda Mhlanga,BSc Informatics,2,2.79,2.95,3.26,89.68,11.97,8.97,4.98,1.05,4.99,low
N23648051L,Takudzwa Dube,BSc Information Systems,2,2.73,2.86,2.51,65.3,5.3,6.53,1.99,3.87,2.86,medium
N21167853L,Tinotenda Chikwanda,BSc Computer Engineering,3,2.9,3.34,3.34,90.17,11.58,9.02,4.91,0.95,4.88,low
N21978821L,Learnmore Gwekwerere,BSc Data Science,4,3.03,4.0,3.96,89.92,12.45,8.99,5.18,0.97,5.38,low
N23473395L,Winny Chimuti,BSc Information Technology,3,3.64,3.09,3.04,90.1,11.58,9.01,4.91,1.06,5.21,low
N23213284L,Farai Ngwenya,BSc Business Computing,2,3.11,4.0,3.76,90.0,11.85,9.0,4.93,1.02,4.98,low
N20873637L,Kudakwashe Moyo,BSc Business Computing,3,2.5,2.38,2.13,64.71,5.06,6.47,1.96,4.1,2.76,medium
N22260155L,Clever Chimuti,BSc Computer Science,5,2.92,3.94,3.7,90.1,11.99,9.01,5.17,1.01,4.6,low
N23931239L,Memory Chikwanda,BSc Data Science,3,3.04,2.9,2.45,64.65,5.15,6.46,2.04,4.02,2.96,medium
N22948802L,Bright Mushayasa,BSc Informatics,2,2.21,1.47,1.69,30.09,1.59,3.01,0.0,8.05,1.0,high
N20502265L,Tanaka Matsvimbo,BSc Information Technology,1,3.29,3.92,3.71,89.68,12.01,8.97,5.15,0.99,4.85,low
N22840356L,Tatenda Gwekwerere,BSc Information Technology,1,2.59,2.05,2.48,65.07,5.28,6.51,2.05,3.85,2.79,medium
N20696487L,Munashe Mushayasa,BSc Business Computing,3,2.1,1.96,2.21,64.84,4.86,6.48,1.99,3.99,3.16,medium
N23376185L,Winny Makaza,BSc Information Technology,4,3.43,3.27,3.83,89.95,11.9,8.99,4.94,1.02,4.97,low
N22164407L,Thandeka Makaza,BSc Informatics,2,3.57,2.95,2.99,89.62,11.68,8.96,4.88,1.0,5.22,low
N24128206L,Sharon Dlodlo,BSc Computer Science,2,3.67,3.09,3.32,90.15,12.26,9.02,5.06,1.0,4.77,low
N20793360L,Newton Mpofu,BSc Software Engineering,5,4.0,3.73,3.63,89.87,12.06,8.99,4.97,0.95,4.99,low
N20419723L,Shannon Matsvimbo,BSc Information Systems,3,2.9,3.86,3.07,90.26,11.49,9.03,5.01,1.02,4.86,low
N23695642L,Tariro Sithole,BSc Data Science,2,3.07,3.01,3.28,90.0,12.86,9.0,5.1,1.0,5.03,low
N22496086L,Prince Dlodlo,BSc Computer Engineering,2,2.36,1.46,1.59,30.9,2.09,3.09,0.0,8.21,0.94,high
N21452287L,Munashe Mutizwa,BSc Computer Engineering,4,3.18,2.89,3.3,89.72,11.82,8.97,5.07,0.97,4.93,low
N21621091L,Tendai Mushayasa,BSc Software Engineering,1,3.76,3.09,3.18,90.09,11.32,9.01,4.99,1.01,4.84,low
N23943687L,Fungai Chimuti,BSc Computer Science,1,3.0,3.09,2.92,90.07,11.71,9.01,5.07,1.0,5.14,low
N22170537L,Precious Mutizwa,BSc Business Computing,3,3.42,3.8,3.44,90.14,11.84,9.01,4.94,0.99,4.92,low
N22629152L,Clever Sithole,BSc Computer Engineering,2,3.15,3.64,3.18,89.88,12.76,8.99,5.09,0.97,5.05,low
N23804181L,Grace Mhlanga,BSc Informatics,2,2.94,3.58,3.68,89.67,12.04,8.97,5.08,1.02,4.95,low
N23323297L,Tanaka Ngwenya,BSc Information Technology,2,3.68,3.5,3.25,90.03,12.28,9.0,4.92,1.04,5.02,low
N21481969L,Tanaka Ncube,BSc Software Engineering,3,2.64,2.1,1.99,64.74,4.92,6.47,2.02,3.96,3.08,medium
N23530189L,Tafadzwa Moyo,BSc Software Engineering,3,2.11,1.91,1.97,29.65,1.95,2.97,0.0,7.88,1.01,high
N21368903L,David Mpofu,BSc Information Technology,1,3.96,3.83,2.9,89.64,11.47,8.96,5.03,0.99,4.68,low
N22586706L,Munashe Mushayasa,BSc Information Technology,1,3.48,3.2,3.29,89.54,12.55,8.95,4.88,1.01,5.15,low
N22243057L,Tashinga Ngwenya,BSc Data Science,4,2.84,2.05,2.57,65.59,5.09,6.56,2.01,3.96,2.95,medium
N23920231L,Thandeka Sibanda,BSc Computer Science,1,3.84,3.97,3.97,89.63,11.38,8.96,5.01,0.95,4.88,low
N23481088L,Takudzwa Dlodlo,BSc Information Systems,1,3.78,3.6,3.22,90.02,11.94,9.0,5.07,0.98,4.77,low
N20647312L,Precious Mutizwa,BSc Data Science,3,3.27,3.9,3.4,89.74,11.89,8.97,5.12,1.0,4.91,low
N22445281L,Precious Dlodlo,BSc Software Engineering,1,1.96,1.37,2.01,30.15,1.98,3.02,0.0,8.09,1.27,high
N21387883L,Tanaka Sithole,BSc Data Science,1,3.15,3.73,3.49,90.26,12.54,9.03,5.03,1.03,5.28,low
N20431863L,Grace Sithole,BSc Business Computing,1,2.06,1.99,2.4,65.09,5.02,6.51,2.09,4.05,2.76,medium
N21480631L,Winny Nyathi,BSc Data Science,5,3.76,3.67,2.78,90.09,12.15,9.01,4.99,1.02,5.09,low
N20824233L,Fungai Ngwenya,BSc Information Technology,5,3.71,2.95,3.35,89.81,11.46,8.98,5.03,0.93,4.99,low
N20660894L,Newton Matsiga,BSc Information Technology,5,3.22,3.86,3.56,90.19,11.85,9.02,5.19,1.02,5.09,low
N22415504L,Tendai Mpofu,BSc Data Science,5,3.29,4.0,3.76,89.64,11.93,8.96,5.12,0.94,5.04,low
N22951703L,Chenai Sibanda,BSc Data Science,4,3.85,3.81,3.19,89.97,12.28,9.0,5.01,0.96,4.58,low
N23872739L,Chenai Matsvimbo,BSc Information Technology,4,3.44,3.14,3.23,89.82,11.81,8.98,5.01,1.01,4.65,low
N22630930L,Tendai Nyathi,BSc Information Technology,4,3.14,3.19,3.41,89.71,12.39,8.97,5.07,1.06,5.15,low
N23828980L,Thandeka Sibanda,BSc Information Systems,4,3.24,3.46,3.8,89.64,11.77,8.96,4.91,0.94,5.38,low
N23309794L,Clever Matsvimbo,BSc Computer Science,3,3.42,4.0,3.04,89.76,11.99,8.98,4.96,0.99,4.84,low
N21988102L,Miriam Sithole,BSc Computer Engineering,1,3.88,3.09,3.62,90.16,12.35,9.02,5.0,0.95,5.18,low
N21820861L,Prince Matsvimbo,BSc Data Science,4,3.17,2.3,2.73,64.98,5.15,6.5,2.04,4.03,3.11,medium
N23975224L,Prince Mpofu,BSc Informatics,2,1.89,2.45,2.55,64.87,4.88,6.49,1.97,3.9,3.07,medium
N21193298L,Memory Chikwanda,BSc Data Science,4,3.49,4.0,3.66,89.69,11.83,8.97,5.13,1.05,4.82,low
N23729557L,Admire Ncube,BSc Computer Science,1,2.29,2.47,2.37,64.81,4.7,6.48,1.94,4.06,2.82,medium
N20853489L,Tatenda Sithole,BSc Business Computing,1,2.95,3.04,3.24,89.76,11.93,8.98,4.86,0.94,4.96,low
N21299800L,Admire Mushonga,BSc Business Computing,2,2.77,2.13,2.72,64.65,4.99,6.46,1.98,3.93,3.22,medium
N21964119L,Clever Chikwanda,BSc Information Technology,2,2.55,1.3,1.48,29.77,1.89,2.98,0.0,8.16,0.95,high
N22346924L,David Matsiga,BSc Software Engineering,3,1.54,2.1,1.68,29.71,1.77,2.97,0.0,8.01,0.89,high
N20591658L,Munyaradzi Matsvimbo,BSc Information Technology,3,3.6,3.39,3.09,90.07,12.39,9.01,5.01,1.03,4.75,low
N24368672L,Tendai Dube,BSc Informatics,3,3.24,3.9,2.89,90.67,11.64,9.07,4.82,0.99,5.0,low
N22735829L,David Sibanda,BSc Informatics,4,3.22,3.38,3.28,90.2,11.09,9.02,5.06,1.01,5.29,low
N23803869L,Gerald Ncube,BSc Informatics,3,1.61,2.22,2.12,30.72,2.1,3.07,0.0,7.93,0.85,high
N22590822L,Rutendo Moyo,BSc Computer Engineering,1,1.55,1.9,1.3,29.92,1.85,2.99,0.0,7.85,1.11,high
N22146307L,Munyaradzi Gwekwerere,BSc Data Science,2,3.48,3.85,3.6,90.56,11.47,9.06,5.11,1.01,5.43,low
N22742705L,Admire Mutizwa,BSc Computer Engineering,4,3.3,3.85,3.47,90.48,12.2,9.05,5.08,0.97,4.77,low
N23900771L,Rutendo Mushayasa,BSc Business Computing,1,3.09,3.81,3.79,90.1,11.62,9.01,4.84,1.06,5.15,low
N20593090L,Admire Mhlanga,BSc Business Computing,1,3.27,3.2,3.68,89.92,12.02,8.99,5.04,1.06,5.18,low
N20562966L,Tinotenda Mushayasa,BSc Business Computing,5,3.46,3.92,3.37,90.08,12.43,9.01,4.82,0.95,4.85,low
N21229660L,Tinotenda Moyo,BSc Software Engineering,1,3.34,3.77,3.93,89.89,11.62,8.99,4.94,1.03,5.09,low
N24962529L,Admire Makaza,BSc Software Engineering,1,2.74,2.74,2.75,65.12,5.09,6.51,2.0,3.95,2.92,medium
N24289340L,Chenai Moyo,BSc Software Engineering,5,2.38,2.45,2.44,65.11,4.75,6.51,1.98,3.78,2.7,medium
N20398090L,Shannon Dlodlo,BSc Computer Engineering,3,2.93,3.68,4.0,89.68,11.57,8.97,5.14,1.04,5.39,low
N21130277L,Tendai Matsiga,BSc Business Computing,5,2.04,2.04,2.37,65.15,5.14,6.52,1.9,4.06,2.84,medium
N20445429L,Nomvula Chimuti,BSc Business Computing,5,4.0,3.11,2.93,90.28,12.26,9.03,5.0,0.96,4.85,low
N24235602L,Tariro Sibanda,BSc Data Science,3,2.26,2.83,2.68,65.13,4.6,6.51,2.03,4.11,3.12,medium
N24499917L,Takudzwa Dlodlo,BSc Data Science,1,2.04,2.83,2.39,64.75,5.11,6.47,1.98,3.97,2.84,medium
N20121508L,Tariro Mhlanga,BSc Information Technology,5,1.95,1.84,2.21,65.16,4.98,6.52,2.02,4.02,2.89,medium
N21226460L,Nothando Gwekwerere,BSc Information Technology,1,3.66,2.86,3.16,89.93,12.25,8.99,5.06,0.96,4.79,low
N24237664L,Tinotenda Dube,BSc Computer Engineering,4,2.7,3.19,3.67,90.13,12.29,9.01,4.82,1.06,5.24,low
N23381521L,Precious Chimuti,BSc Information Technology,2,1.88,1.83,2.0,29.04,1.97,2.9,0.0,8.25,1.15,high
N21555193L,Learnmore Moyo,BSc Informatics,2,3.23,3.54,4.0,90.07,12.19,9.01,4.94,1.0,4.99,low
N21619383L,Tatenda Mutizwa,BSc Computer Science,5,2.28,2.84,2.26,65.05,5.32,6.5,1.99,4.08,2.99,medium
N23414985L,Rutendo Ncube,BSc Data Science,2,2.13,1.98,2.4,65.49,5.0,6.55,2.17,3.92,3.06,medium
N20677759L,Takudzwa Sibanda,BSc Computer Science,2,1.62,1.84,1.84,29.51,1.99,2.95,0.0,7.85,0.88,high
N24952308L,Admire Nyathi,BSc Data Science,2,3.8,3.18,3.72,90.21,11.96,9.02,4.99,0.94,5.3,low
N23288274L,Tatenda Dlodlo,BSc Informatics,3,2.38,2.05,2.28,64.78,4.95,6.48,1.99,4.01,3.06,medium
N24859268L,Tanaka Matsiga,BSc Data Science,4,2.79,3.14,2.94,89.87,12.91,8.99,5.04,1.04,4.8,low
N21294078L,Tendai Chimuti,BSc Data Science,4,3.14,3.28,3.58,90.06,11.94,9.01,5.07,0.97,5.18,low
N20514118L,Shannon Ndlovu,BSc Information Systems,1,4.0,3.88,3.21,89.8,12.82,8.98,5.04,1.08,4.98,low
N24861173L,Munashe Mushonga,BSc Computer Engineering,2,1.87,2.17,1.78,30.49,1.95,3.05,0.0,7.9,1.2,high
N22191892L,Rutendo Ncube,BSc Informatics,5,3.49,2.99,3.75,90.13,12.39,9.01,4.96,1.0,4.38,low
N21128117L,Tariro Gwekwerere,BSc Information Systems,4,3.38,3.89,3.54,89.78,11.49,8.98,4.99,1.02,5.0,low
N24300188L,Tendai Mushonga,BSc Business Computing,2,3.19,3.84,3.22,89.77,12.61,8.98,5.09,1.08,5.04,low
N21874668L,Tanaka Gwekwerere,BSc Business Computing,2,3.38,3.37,3.64,90.46,12.07,9.05,4.78,1.02,5.1,low
